ID,Name_lang,HordeName_lang,EffectArg_0,EffectArg_1,EffectArg_2,EffectScalingPoints_0,EffectScalingPoints_1,EffectScalingPoints_2,GemItemID,TransmogUnlockConditionID,TransmogCost,IconFileDataID,EffectPointsMin_0,EffectPointsMin_1,EffectPointsMin_2,ItemVisual,Flags,RequiredSkillID,RequiredSkillRank,ItemLevel,Charges,Effect_0,Effect_1,Effect_2,ScalingClass,ScalingClassRestricted,Condition_ID,MinLevel,MaxLevel
1,"石化 3",,15568,0,0,0,0,0,0,0,0,0,0,0,0,61,1,0,0,1,0,3,0,0,0,0,0,0,0
2,"冰霜 1",,8034,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,0,1,0,1,0,0,0,0,0,0,0
3,"火舌 3",,436519,415138,0,0,0,0,0,0,0,0,100,0,0,32,1,0,0,1,0,3,3,0,0,0,0,0,0
4,"火舌 2",,436519,415138,0,0,0,0,0,0,0,0,100,0,0,32,1,0,0,1,0,3,3,0,0,0,0,0,0
5,"火舌 1",,436519,415138,0,0,0,0,0,0,0,0,100,0,0,32,1,0,0,1,0,3,3,0,0,0,0,0,0
6,"石化 2",,15567,0,0,0,0,0,0,0,0,0,0,0,0,61,1,0,0,1,0,3,0,0,0,0,0,0,0
7,致命毒药,,2818,0,0,0,0,0,0,0,0,0,30,0,0,26,1,0,0,1,60,1,0,0,0,0,0,0,0
8,"致命毒药 II",,2819,0,0,0,0,0,0,0,0,0,30,0,0,26,1,0,0,1,75,1,0,0,0,0,0,0,0
9,毒药（15伤害）,,2820,0,0,0,0,0,0,0,0,0,30,0,0,26,1,0,0,1,0,1,0,0,0,0,0,0,0
10,毒药（20伤害）,,2821,0,0,0,0,0,0,0,0,0,30,0,0,26,1,0,0,1,0,1,0,0,0,0,0,0,0
11,毒药（25伤害）,,2822,0,0,0,0,0,0,0,0,0,30,0,0,26,1,0,0,1,0,1,0,0,0,0,0,0,0
12,"冰霜 2",,8037,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,0,1,0,1,0,0,0,0,0,0,0
13,"磨快 +3",,0,0,0,0,0,0,0,0,0,0,3,0,0,28,0,0,0,1,0,2,0,0,0,0,0,0,0
14,"磨快 +4",,0,0,0,0,0,0,0,0,0,0,4,0,0,28,0,0,0,1,0,2,0,0,0,0,0,0,0
15,"强化护甲 +8",,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
16,"强化护甲 +16",,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
