ID,Name_lang,HordeName_lang,EffectArg_0,EffectArg_1,EffectArg_2,EffectScalingPoints_0,EffectScalingPoints_1,EffectScalingPoints_2,GemItemID,TransmogUnlockConditionID,TransmogCost,IconFileDataID,EffectPointsMin_0,EffectPointsMin_1,EffectPointsMin_2,ItemVisual,Flags,RequiredSkillID,RequiredSkillRank,ItemLevel,Charges,Effect_0,Effect_1,Effect_2,ScalingClass,ScalingClassRestricted,Condition_ID,MinLevel,MaxLevel
1,"Felsbeißer 3",,15568,0,0,0,0,0,0,0,0,0,0,0,0,61,1,0,0,1,0,3,0,0,0,0,0,0,0
2,"Frostbrand 1",,8034,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,0,1,0,1,0,0,0,0,0,0,0
3,"Flammenzunge 3",,436519,415138,0,0,0,0,0,0,0,0,100,0,0,32,1,0,0,1,0,3,3,0,0,0,0,0,0
4,"Flammenzunge 2",,436519,415138,0,0,0,0,0,0,0,0,100,0,0,32,1,0,0,1,0,3,3,0,0,0,0,0,0
5,"Flammenzunge 1",,436519,415138,0,0,0,0,0,0,0,0,100,0,0,32,1,0,0,1,0,3,3,0,0,0,0,0,0
6,"Felsbeißer 2",,15567,0,0,0,0,0,0,0,0,0,0,0,0,61,1,0,0,1,0,3,0,0,0,0,0,0,0
7,"Tödliches Gift",,2818,0,0,0,0,0,0,0,0,0,30,0,0,26,1,0,0,1,60,1,0,0,0,0,0,0,0
8,"Tödliches Gift II",,2819,0,0,0,0,0,0,0,0,0,30,0,0,26,1,0,0,1,75,1,0,0,0,0,0,0,0
9,"Gift (15 Schaden)",,2820,0,0,0,0,0,0,0,0,0,30,0,0,26,1,0,0,1,0,1,0,0,0,0,0,0,0
10,"Gift (20 Schaden)",,2821,0,0,0,0,0,0,0,0,0,30,0,0,26,1,0,0,1,0,1,0,0,0,0,0,0,0
11,"Gift (25 Schaden)",,2822,0,0,0,0,0,0,0,0,0,30,0,0,26,1,0,0,1,0,1,0,0,0,0,0,0,0
12,"Frostbrand 2",,8037,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,0,1,0,1,0,0,0,0,0,0,0
13,"Geschärft +3",,0,0,0,0,0,0,0,0,0,0,3,0,0,28,0,0,0,1,0,2,0,0,0,0,0,0,0
14,"Geschärft +4",,0,0,0,0,0,0,0,0,0,0,4,0,0,28,0,0,0,1,0,2,0,0,0,0,0,0,0
